word,ipa,pos,inflections,derivatives,definition,example,collocations,context_type
Vineyard,/ˈvɪnjɚd/,n.,"vineyard, vineyards",None,a farm of grapevines where wine grapes are produced｜生產葡萄酒用葡萄的葡萄園農場,They spent a pleasant afternoon walking through the sunny vineyard and tasting wine.,small vineyard; family vineyard; plant vineyard,C2
Versatile,/ˈvɝsətəl/,adj.,"versatile, more versatile, most versatile",versatility (n.),Capable of doing many things competently.｜能夠勝任地做很多事情,It's a very versatile concept because it can mean very many different things.,versatile tools; versatile framework; versatile platform,C2
Vigorous,/ˈvɪɡɚəs/,adj.,"vigorous, more vigorous, most vigorous",vigor (n.),Physically strong and active.｜身體強健且活躍,The doctor recommended vigorous exercise three times a week to improve his health.,vigorous search; vigorous exercise; vigorous activity,C2
Vigor,/ˈvɪɡɚ/,n. [U],no changes,vigorous (adj.),Physical or mental strength and energy; enthusiasm and determination.｜身體或精神上的力量與精力；熱情與決心,She returned to her studies with renewed vigor after a restful summer break.,mental vigor; physical vigor; with vigor,C2
Villa,/ˈvɪlə/,n.,"villa, villas",None,"A large and luxurious country house, typically one used as a holiday home.｜大型豪華的鄉村別墅，通常用作度假屋",They rented a small villa on the coast for two weeks and spent every day on the beach.,private villa; beach villa; rent a villa,C2
Vocation,/voʊˈkeɪʃən/,n.,"vocation, vocations",None,"A person's occupation or profession, especially one regarded as suited to their abilities or calling.｜一個人的職業或專業，尤其被認為適合其能力或使命的",Pierre de Fermat was a highly influential mathematician whose primary vocation was law.,true vocation; religious vocation; military vocation,C2
Victor,/ˈvɪktɚ/,n.,"victor, victors",None,a combatant who is able to defeat rivals｜能夠打敗對手的鬥士,The victor of the long chess tournament was a quiet teenager from a small mountain town.,victor of the contest; emerge as the victor; celebrate the victor,C2
Violinist,/vaɪəˈlɪnəst/,n.,"violinist, violinists",violin (n.),a musician who plays the violin｜演奏小提琴的音樂家,The young violinist won first prize in the regional competition at only sixteen years old.,first chair violinist; first violinist; great violinists,C2
Vice,/ˈvaɪs/,n. [U],no changes,None,immoral or wicked behaviour; a bad habit｜不道德或邪惡的行為；壞習慣,The politician's secret vice was revealed by a journalist who had been investigating him for months.,common vice; secret vice; moral vice,C2
Vowel,/ˈvaʊəl/,n.,"vowel, vowels",vowelize (v.),a speech sound produced with an open vocal tract and no significant obstruction of airflow｜由開放的聲道發出且氣流沒有明顯阻礙的語音,"Every English word contains at least one vowel, though the vowel may be silent in some words.",vowel sound; long vowel; pronounce a vowel,C2
Vine,/ˈvaɪn/,n.,"vine, vines",None,Any plant whose stem requires support and which climbs by tendrils or twining.｜任何莖部需要支撐並透過卷鬚或纏繞攀爬的植物,A thick vine had grown up the side of the old house and covered most of the front wall.,grapevine; climbing vine; vine leaves,C2
Villain,/ˈvɪlən/,n.,"villain, villains",villainous (adj.),"A vile, wicked person.｜邪惡的人",The novel's villain supports the regime even after learning the truth about its crimes.,main villain; comic-book villain; villain of the story,C2
Virgin,/ˈvɝdʒɪn/,n.,"virgin, virgins","virginal (adj.), virginity (n.)","A person who has never had sexual intercourse, or (uncommonly) an animal that has never mated.｜從未有過性行為的人，或（不常見地）從未交配過的動物",She remained a virgin until she married in her late twenties.,remain a virgin; lifelong virgin; self-described virgin,C2
Vocational,/voʊˈkeɪʃənəl/,adj.,no changes,None,of or relating to a vocation or occupation; especially providing or undergoing training in special skills｜關於職業或工作的；尤其提供或接受特殊技能培訓的,We find no effects of short-term activation measures and further vocational training on aggregate labour market outcomes.,vocational training; vocational schools; vocational education,C2
Wag,/ˈwæɡ/,v.,"wag, wags, wagged, wagged, wagging",None,"To swing from side to side, as an animal's tail, or someone's head to express disagreement or disbelief.｜搖擺，指動物尾巴或某人的頭來回擺動以表示反對或不相信。",The dog wagged its tail excitedly the moment it heard its owner reach for the lead.,wag its tail; wag a finger; wag one's head,C2
Vitality,/vaɪˈtæləti/,n. [U],no changes,vital (adj.),The capacity to live and develop.｜存活和發展的能力。,"In the subsequent part of the paper, we focus on the usability of such classification: we apply our method in a case study of urban vitality prediction.",increase vitality; urban vitality; restore vitality,C2
Weary,/ˈwɪɹi/,adj.,"weary, wearier, weariest",weariness (n.),Having the strength exhausted by toil or exertion; tired; fatigued.｜精力因勞動或努力而耗盡的；疲倦的；疲憊的。,"It is called the bed of Actaeon, for it is said that he slept thereon when weary with hunting and that into this spring he looked while Artemis was bathing in it.",weary traveler; weary passengers; weary boys,C2
Walnut,/ˈwɔˌlnʌt/,n.,"walnut, walnuts",None,"A hard, round nut with a wrinkled shell that you can eat.｜一種硬圓形堅果，外殼有皺紋，可以食用。",She chopped some walnuts and sprinkled them over the salad.,chopped walnuts; walnut shell; walnut oil,C2
Ward,/ˈwɔɹd/,n.,"ward, wards",warder (n.),A separate room or section in a hospital for patients with similar conditions.｜醫院中為患有類似疾病的患者設立的獨立房間或區域。,She spent two weeks recovering in the hospital ward before she was finally allowed to go home.,hospital ward; psychiatric ward; children's ward,C2
Wardrobe,/ˈwɔɹˌdɹoʊb/,n.,"wardrobe, wardrobes",None,"A person's entire collection of clothes; also, a large cabinet used for storing clothes.｜一個人全部的衣物；也指用於存放衣物的大型櫥櫃。",She spent the weekend clearing out her wardrobe and donating clothes she had not worn in years.,capsule wardrobe; extensive wardrobe; spring wardrobe,C2
Warranty,/ˈwɔɹənti/,n.,"warranty, warranties",None,A guarantee that a certain outcome or obligation will be fulfilled; security.｜確保某項結果或義務將被履行的保證；擔保。,"We’re sharing it as-is, without warranties or guarantees, to engage with early adopters and gather feedback.",limited warranty; extended warranty; warranty coverage,C2
Wharf,/ˈwɔɹf/,n.,"wharf, wharves",wharfage (n.),a platform built out from the shore into the water and supported by piles; provides access to ships and boats｜從岸邊延伸到水中的平台，由樁支撐，供船隻停靠。,A few stations have a basic wharf facility.,fish wharf; dock at the wharf; wooden wharf,C2
Waterproof,/ˈwɔtɚˌpɹuf/,adj.,no changes,waterproofing (n.),not permitting the passage of water｜不透水的。,A superhydrophobic fluorinated self-assembled monolayer was deposited on the E-textile surface to render it waterproof while retaining the electrical conductivity.,fully waterproof; waterproof fabric; waterproof shoes,C2
Warrant,/ˈwɔɹənt/,v.,"warrant, warrants, warranted, warranted, warranting","warrantee (n.), warranter (n.), warrantor (n.)",to justify or make necessary a particular action or conclusion｜證明某項行動或結論正當或必要。,"Pesticides select for pesticide resistance in the pest population, leading to a condition termed the ""pesticide treadmill"" in which pest resistance warrants the development of a new pesticide.",warrant further investigation; warrant attention; hardly warrant,C2
Whiskey,/ˈwɪski/,n. [U],no changes,None,a liquor made from fermented mash of grain｜由發酵的穀物糊製成的烈酒。,He poured himself a small glass of whiskey and sat by the fire to think.,Irish whiskey; drink whiskey; sip whiskey,C2
Widow,/ˈwɪdoʊ/,n.,"widow, widows",widowhood (n.),a woman whose husband is dead especially one who has not remarried｜丈夫已故的女人，尤指未再婚者。,"After her husband passed away, she lived as a widow for almost thirty years.",young widow; war widow; widow's pension,C2
Wholesale,/ˈhoʊˌlseɪl/,adj.,"wholesale, more wholesale, most wholesale",wholesaler (n.),"Of or relating to sale in large quantities, for resale.｜關於或涉及大量銷售以供轉售的。","An increase in reserves raises wholesale deposits but not retail deposits, while more lending raises both.",wholesale sales; wholesale prices; wholesale markets,C2
Woodpecker,/ˈwʊˌdpɛkɚ/,n.,"woodpecker, woodpeckers",None,bird with strong claws and a stiff tail adapted for climbing and a hard chisel-like bill for boring into wood for insects｜爪子強健、尾部僵硬的鳥，適應攀爬，並有堅硬的鑿狀喙以啄木捕食昆蟲。,A woodpecker tapped steadily at the dead trunk in search of hidden insects.,pileated woodpecker; woodpecker tapping; red-headed woodpecker,C2
Wholesome,/ˈhoʊlsəm/,adj.,"wholesome, more wholesome, most wholesome",wholesomeness (n.),Promoting good physical health and well-being.｜促進身體健康和福祉的。,The cafe serves wholesome food prepared from fresh local ingredients.,wholesome food; wholesome entertainment; wholesome lifestyle,C2
Withhold,/wɪˈθhoʊld/,v.,"withhold, withholds, withheld, withheld, withholding","withholder (n.), withholding (n.)","to refuse to give, provide, or release something, especially information, money, or support｜拒絕給予、提供或釋放某物，尤指資訊、金錢或支援。",The company chose to withhold key financial information from shareholders ahead of the annual meeting.,withhold information; withhold funding; withhold consent,C2
Woe,/ˈwoʊ/,n.,"woe, woes","woeful (adj.), woefully (adv.)",Great sadness or distress; a misfortune causing such sadness.｜極度的悲傷或苦難；造成這種悲傷的不幸。,"It is not the weal or woe of any one individual, but that of the human race to come, which is here at stake.",financial woes; woes of modern life; cause great woe,C2
Wrestle,/ˈɹɛsəl/,v.,"wrestle, wrestles, wrestled, wrestled, wrestling","wrestler (n.), wrestling (n.)",To take part in (a wrestling bout or match).｜參加摔角比賽。,The two athletes wrestled for several minutes before either scored.,wrestle with an opponent; wrestle professionally; wrestle for control,C2
Workforce,/ˈwɝˌkfɔɹs/,n. [U],no changes,None,"All the workers employed by a specific organization or state, or on a specific project.｜受僱於特定組織、國家或特定專案的全體工作者。",Companies that invest in training tend to retain a more skilled and productive workforce.,skilled workforce; diverse workforce; enter the workforce,C2
Yearn,/ˈjɝn/,v.,"yearn, yearns, yearned, yearned, yearning","yearner (n.), yearning (n.)",To have a strong desire for something or to do something; to long for or to do something.｜強烈渴望某事物或做某事。,After years abroad she began to yearn for the quiet streets of her hometown.,yearn for connection; yearn for freedom; yearn for the past,C2
Wrinkle,/ˈɹɪŋkəl/,v.,"wrinkle, wrinkles, wrinkled, wrinkled, wrinkling",None,To make wrinkles in; to cause to have wrinkles.｜使起皺紋；使有皺紋,Years of exposure to the sun had wrinkled the leather seats.,wrinkle the skin; wrinkle a shirt; badly wrinkle,C2
Yoga,/ˈjoʊɡə/,n. [U],no changes,None,Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion｜印度教修行法門，旨在訓練意識達到完美的心靈洞察力與寧靜境界，透過行動、知識與奉獻三條途徑而達成,She started practising yoga every morning to improve her flexibility and clear her mind.,yoga class; hot yoga; yoga studios,C2
Utensil,/ˈjutənsəl/,n.,"utensil, utensils",None,"An instrument or device for domestic use, especially in the kitchen.｜家庭使用的器具或工具，尤指廚房用具",Common modifications include increasing the size of the utensil handle to make it easier to grasp.,kitchen utensils; cooking utensil; eating utensils,C2
Yogurt,/ˈjoʊɡɚt/,n.,"yogurt, yogurts",None,"a thick, mildly sour food made by fermenting milk with bacterial cultures｜一種濃稠、略帶酸味的食品，由牛奶與細菌培養物發酵製成","Accompanying these staples are native fruits and vegetables as well as dairy products such as milk, yogurt, and whey.",yogurt parfait; Greek yogurt; yogurt smoothie,C2
Zoom,/ˈzum/,v.,"zoom, zooms, zoomed, zoomed, zooming",None,move along very quickly｜快速移動,"If we zoom out, philosophically speaking, the reason we want to get to adulthood is because living that way makes us anti-fragile.",zoom in; zoom out; zoom past,C2
